STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,Population,Inflow_pc,Inflow_gross,Outflow_pc,Outflow_gross
Alabama,Autauga County,01,001,4010578.0,0.0958465338412568,3844.0,0.09457890991955711,4001.0
Alabama,Baldwin County,01,003,37994880.0,0.03707341620765746,14086.0,0.02716154451624971,10156.0
Alabama,Barbour County,01,005,2060588.0,0.12297460724802822,2534.0,0.12393951920183793,1763.0
Alabama,Bibb County,01,007,609390.0,0.2230098951410427,1359.0,0.23554570510591252,2269.0
Alabama,Blount County,01,009,3015541.0,0.110195815609869,3323.0,0.09708318102672342,2964.0
Alabama,Bullock County,01,011,257184.0,0.27490046037078514,707.0,0.24060220435546562,723.0
Alabama,Butler County,01,013,634818.0,0.07939283385159211,504.0,0.1403631774521489,1001.0
Alabama,Calhoun County,01,015,15134470.0,0.0471770732638804,7140.0,0.04460051592161464,6781.0
Alabama,Chambers County,01,017,1627200.0,0.10410521140609635,1694.0,0.11929460904356654,1913.0
Alabama,Cherokee County,01,019,922716.0,0.14489832191053367,1337.0,0.1320882789997982,864.0
Alabama,Chilton County,01,021,1895036.0,0.08332295534227319,1579.0,0.11354224185532855,1974.0
Alabama,Choctaw County,01,023,381024.0,0.12072730326698582,460.0,0.2302340063711049,769.0
Alabama,Clarke County,01,025,947533.0,0.06870473112809791,651.0,0.14599650216713558,1344.0
Alabama,Clay County,01,027,288057.0,0.2693911274504699,776.0,0.3281669577912767,1007.0
Alabama,Cleburne County,01,029,351336.0,0.20749368126238132,729.0,0.2106627775076973,676.0
Alabama,Coffee County,01,031,6617188.0,0.07131428032572144,4719.0,0.08920699932448252,4519.0
Alabama,Colbert County,01,033,4262998.0,0.08020177349367745,3419.0,0.10355282873722076,2528.0
Alabama,Conecuh County,01,035,154956.0,0.10841787346085341,168.0,0.34762580108553087,652.0
Alabama,Coosa County,01,037,302994.0,0.21155534433025075,641.0,0.4192144506145879,1075.0
Alabama,Covington County,01,039,1872800.0,0.08447244767193507,1582.0,0.09684907527209072,1527.0
Alabama,Crenshaw County,01,041,442304.0,0.18471458544349587,817.0,0.2049276078206249,614.0
Alabama,Cullman County,01,043,6769315.0,0.0634333015969858,4294.0,0.05323125587205656,3051.0
Alabama,Dale County,01,045,9243597.0,0.08035832804048033,7428.0,0.11150368452073418,5212.0
Alabama,Dallas County,01,047,2538239.0,0.07300336965904314,1853.0,0.08422914049048351,1810.0
Alabama,DeKalb County,01,049,4417812.0,0.051586622518115306,2279.0,0.07453319720444594,3399.0
Alabama,Elmore County,01,051,8805776.0,0.07976582643028848,7024.0,0.08245271851922413,5808.0
Alabama,Escambia County,01,053,2035098.0,0.08545043039696369,1739.0,0.09230241839284928,1594.0
Alabama,Etowah County,01,055,10402192.0,0.05238319000456827,5449.0,0.05511629387072097,4382.0
Alabama,Fayette County,01,057,631405.0,0.14903271275963922,941.0,0.2776592521133642,898.0
Alabama,Franklin County,01,059,1257240.0,0.1473863383284019,1853.0,0.1746279685351641,1867.0
Alabama,Geneva County,01,061,1025037.0,0.20165125746680365,2067.0,0.1556954681954682,1825.0
Alabama,Greene County,01,063,125034.0,0.22313930610873842,279.0,0.2219598583234947,423.0
Alabama,Hale County,01,065,468240.0,0.17661882795147787,827.0,0.2876278054208394,1096.0
Alabama,Henry County,01,067,408816.0,0.21868028648585183,894.0,0.242538873770418,1131.0
Alabama,Houston County,01,069,22719522.0,0.02502253348463933,5685.0,0.05781066129228605,6411.0
