STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,Population,Inflow_pc,Inflow_gross,Outflow_pc,Outflow_gross
Alabama,Autauga County,01,001,4236258.0,0.10896409047796426,4616.0,0.11847507565853911,5927.0
Alabama,Baldwin County,01,003,44155776.0,0.025994334240666498,11478.0,0.022530594443095794,8534.0
Alabama,Barbour County,01,005,1395596.0,0.09315016666714436,1300.0,0.12260837047345223,1600.0
Alabama,Bibb County,01,007,804564.0,0.2386385669754053,1920.0,0.18076975882110657,1422.0
Alabama,Blount County,01,009,2802751.0,0.07974308099435162,2235.0,0.11234162570814801,3690.0
Alabama,Bullock County,01,011,284148.0,0.1242310345313006,353.0,0.2511134792469328,919.0
Alabama,Butler County,01,013,623534.0,0.08499937453290438,530.0,0.18543417086934139,1113.0
Alabama,Calhoun County,01,015,15002120.0,0.04993294281074942,7491.0,0.04711233658003418,6188.0
Alabama,Chambers County,01,017,1620096.0,0.10505550288377973,1702.0,0.11667553558406749,1776.0
Alabama,Cherokee County,01,019,971964.0,0.09167006185414275,891.0,0.1168940129526108,1116.0
Alabama,Chilton County,01,021,1818306.0,0.10476784435623047,1905.0,0.0921677198440065,1959.0
Alabama,Choctaw County,01,023,433587.0,0.09709700705971351,421.0,0.24832396726806663,806.0
Alabama,Clarke County,01,025,888696.0,0.06166338095366695,548.0,0.11984428802862568,1120.0
Alabama,Clay County,01,027,240606.0,0.15419399349974647,371.0,0.19565077939572775,366.0
Alabama,Cleburne County,01,029,326590.0,0.26669524480235157,871.0,0.20635898639595496,633.0
Alabama,Coffee County,01,031,6556940.0,0.07222881405045646,4736.0,0.0922495576807765,4240.0
Alabama,Colbert County,01,033,3181103.0,0.08333587438067866,2651.0,0.07176918428451014,2671.0
Alabama,Conecuh County,01,035,149652.0,0.09822788870178815,147.0,0.35808536678650654,749.0
Alabama,Coosa County,01,037,204592.0,0.38711191053413624,792.0,0.4426086372489758,659.0
Alabama,Covington County,01,039,2021220.0,0.0821780904602171,1661.0,0.07106620204897596,1428.0
Alabama,Crenshaw County,01,041,425971.0,0.1718426841263842,732.0,0.19371697537733593,470.0
Alabama,Cullman County,01,043,5239195.0,0.0504657681189572,2644.0,0.05164651269516457,2881.0
Alabama,Dale County,01,045,7365750.0,0.08229983368971253,6062.0,0.09356138057877297,4794.0
Alabama,Dallas County,01,047,2527864.0,0.06452087612308258,1631.0,0.09072574982163822,1938.0
Alabama,DeKalb County,01,049,4122802.0,0.09049670588109737,3731.0,0.06340874345379435,3119.0
Alabama,Elmore County,01,051,9119658.0,0.07863233467746268,7171.0,0.09361034263826751,6135.0
Alabama,Escambia County,01,053,1500240.0,0.07418812989921612,1113.0,0.09281744989936117,1697.0
Alabama,Etowah County,01,055,10653032.0,0.04830549650090228,5146.0,0.0482518219041389,4366.0
Alabama,Fayette County,01,057,583275.0,0.12378380695212379,722.0,0.20031832899083168,735.0
Alabama,Franklin County,01,059,1316700.0,0.15827447406394776,2084.0,0.1217210389721811,1816.0
Alabama,Geneva County,01,061,765687.0,0.1526733508600773,1169.0,0.19536933117180033,1739.0
Alabama,Greene County,01,063,109746.0,0.21230842126364513,233.0,0.32583132973342266,248.0
Alabama,Hale County,01,065,433405.0,0.09390754605969012,407.0,0.2191388613588812,597.0
Alabama,Henry County,01,067,593950.0,0.1518646350702921,902.0,0.3138252756573367,962.0
Alabama,Houston County,01,069,25035132.0,0.020611035723718172,5160.0,0.047057924300727964,5935.0
Alabama,Jackson County,01,071,3176758.0,0.050617642262961164,1608.0,0.06542293462385572,1566.0
Alabama,Jefferson County,01,073,217910800.0,0.014923537520857157,32520.0,0.013154483550742474,32068.0
Alabama,Lamar County,01,075,445664.0,0.16739067997415094,746.0,0.37323725852427087,893.0
Alabama,Lauderdale County,01,077,9443040.0,0.06353886036700046,6000.0,0.06376313942882147,4727.0
Alabama,Lawrence County,01,079,895266.0,0.1391765129023106,1246.0,0.21358291336693067,1424.0
Alabama,Lee County,01,081,33222546.0,0.05096237958403309,16931.0,0.03629762208205219,11351.0
Alabama,Limestone County,01,083,7313662.0,0.08598975451695744,6289.0,0.05605092418357327,3841.0
Alabama,Lowndes County,01,085,209280.0,0.1724961773700306,361.0,0.34527926515803375,630.0
Alabama,Macon County,01,087,1602690.0,0.10132963954351745,1624.0,0.24007885801905737,1644.0
Alabama,Madison County,01,089,108309268.0,0.018005846000177933,19502.0,0.016209646702390886,17394.0
Alabama,Marengo County,01,091,676906.0,0.10607085769663734,718.0,0.12504522670881266,826.0
Alabama,Marion County,01,093,1529439.0,0.12128630170931956,1855.0,0.12156152894127706,1325.0
Alabama,Marshall County,01,095,11487585.0,0.0438386310090415,5036.0,0.06438363263187961,5243.0
Alabama,Mobile County,01,097,103952040.0,0.012566371953835634,13063.0,0.0133972903817107,16018.0
Alabama,Monroe County,01,099,543800.0,0.11897756528135345,647.0,0.13746359256335575,505.0
Alabama,Montgomery County,01,101,59774988.0,0.029162699288203957,17432.0,0.02998999070211157,15429.0
Alabama,Morgan County,01,103,12422340.0,0.045168623624856505,5611.0,0.043631521327346934,5519.0
Alabama,Perry County,01,105,398848.0,0.14692313863928114,586.0,0.3428425878757005,673.0
