STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,Population,Inflow_pc,Inflow_gross,Outflow_pc,Outflow_gross
Alabama,Autauga County,01,001,4212824.0,0.12179478658496058,5131.0,0.10265955255930866,4611.0
Alabama,Baldwin County,01,003,42638064.0,0.030829260915786423,13145.0,0.027401659548178345,10128.0
Alabama,Barbour County,01,005,1771044.0,0.12506747432587786,2215.0,0.12568601530264792,1757.0
Alabama,Bibb County,01,007,606042.0,0.269453272215457,1633.0,0.2491439588849869,1990.0
Alabama,Blount County,01,009,3079188.0,0.10087074904163046,3106.0,0.11801406928580897,3525.0
Alabama,Bullock County,01,011,318630.0,0.21309983366286916,679.0,0.23154696422023152,663.0
Alabama,Butler County,01,013,671583.0,0.05851845564881779,393.0,0.15852655354628223,1137.0
Alabama,Calhoun County,01,015,15189319.0,0.054650244688389256,8301.0,0.04225578456349981,5953.0
Alabama,Chambers County,01,017,1624320.0,0.10164253349093774,1651.0,0.12650589021682082,2220.0
Alabama,Cherokee County,01,019,1033520.0,0.10623887297778464,1098.0,0.11520905516409077,947.0
Alabama,Chilton County,01,021,1773086.0,0.0949756526192187,1684.0,0.12289417409899338,2262.0
Alabama,Choctaw County,01,023,468230.0,0.09482519274715417,444.0,0.16388488952878652,461.0
Alabama,Clarke County,01,025,855780.0,0.05982846058566454,512.0,0.1274507613532732,1255.0
Alabama,Clay County,01,027,243090.0,0.2509358673742235,610.0,0.2760749532629016,635.0
Alabama,Cleburne County,01,029,354480.0,0.11622658542089823,412.0,0.1719392235431287,699.0
Alabama,Coffee County,01,031,6922770.0,0.06806523978118585,4712.0,0.09183821765570037,4196.0
Alabama,Colbert County,01,033,3677236.0,0.07214657965928757,2653.0,0.0989791622267426,2847.0
Alabama,Conecuh County,01,035,115029.0,0.09388936702918395,108.0,0.3814716803960903,715.0
Alabama,Coosa County,01,037,246092.0,0.3608406612161305,888.0,0.49946101329500536,834.0
Alabama,Covington County,01,039,2027322.0,0.07497575619462522,1520.0,0.08373375100657482,1514.0
Alabama,Crenshaw County,01,041,469948.0,0.20385234111008027,958.0,0.15679704448310672,438.0
Alabama,Cullman County,01,043,5911934.0,0.05493972023368326,3248.0,0.05285333470661656,3120.0
Alabama,Dale County,01,045,8395280.0,0.07435130216026148,6242.0,0.10781833357576766,4981.0
Alabama,Dallas County,01,047,2660238.0,0.062099706868332834,1652.0,0.09614734811483619,1878.0
Alabama,DeKalb County,01,049,4348742.0,0.06967532219662606,3030.0,0.07975727596058926,3849.0
Alabama,Elmore County,01,051,8199521.0,0.09232246615381556,7570.0,0.08491391064762138,6321.0
Alabama,Escambia County,01,053,1660076.0,0.08794778070401596,1460.0,0.08808645229309436,1671.0
Alabama,Etowah County,01,055,9983531.0,0.04978198595266544,4970.0,0.04855809800419962,3959.0
Alabama,Fayette County,01,057,692490.0,0.1399298184811333,969.0,0.24107675270465967,849.0
Alabama,Franklin County,01,059,1163243.0,0.17631741605150428,2051.0,0.11087843642611683,1652.0
Alabama,Geneva County,01,061,920430.0,0.19469161152939385,1792.0,0.19804183355585225,2225.0
Alabama,Greene County,01,063,147526.0,0.19725336550845274,291.0,0.16889405384466397,218.0
Alabama,Hale County,01,065,486752.0,0.09039510880284005,440.0,0.21014692674794694,716.0
Alabama,Henry County,01,067,492884.0,0.15358583358356123,757.0,0.3031081672662213,1274.0
Alabama,Houston County,01,069,24345496.0,0.022690028578592116,5524.0,0.05107746401135982,6515.0
Alabama,Jackson County,01,071,3464340.0,0.04976416864395527,1724.0,0.07722753527128114,2039.0
Alabama,Jefferson County,01,073,223615480.0,0.014808008819425204,33113.0,0.012329014094924625,32004.0
Alabama,Lamar County,01,075,354200.0,0.22247317899491814,788.0,0.20439945493478684,630.0
Alabama,Lauderdale County,01,077,9175400.0,0.056030254811779326,5141.0,0.053917835261180366,4676.0
Alabama,Lawrence County,01,079,1069344.0,0.13550363587395636,1449.0,0.1561731686877991,1353.0
Alabama,Lee County,01,081,33468121.0,0.05156548824476881,17258.0,0.03919021718139424,11202.0
Alabama,Limestone County,01,083,7325980.0,0.06863245599906087,5028.0,0.051103446445017596,4004.0
Alabama,Lowndes County,01,085,215400.0,0.18059424326833798,389.0,0.3311447059606047,697.0
Alabama,Macon County,01,087,1812040.0,0.0852078320566875,1544.0,0.17474966943741238,1841.0
