STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,Population,Inflow_pc,Inflow_gross,Outflow_pc,Outflow_gross
Alabama,Autauga County,01,001,3522056.0,0.10209945554528377,3596.0,0.1069696667180944,3536.0
Alabama,Baldwin County,01,003,34183834.0,0.042420636608520856,14501.0,0.02785380460295612,9090.0
Alabama,Barbour County,01,005,2151170.0,0.12239850871851132,2633.0,0.15019315490026788,2171.0
Alabama,Bibb County,01,007,448980.0,0.2080270836117422,934.0,0.20604884892125755,1880.0
Alabama,Blount County,01,009,2635337.0,0.1202123295806191,3168.0,0.09846164677720279,2797.0
Alabama,Bullock County,01,011,107920.0,0.6115641215715345,660.0,0.2328273842460564,547.0
Alabama,Butler County,01,013,493560.0,0.09542912715779236,471.0,0.170416092497615,1045.0
Alabama,Calhoun County,01,015,15146744.0,0.049555204735750466,7506.0,0.046851927601442404,6783.0
Alabama,Chambers County,01,017,1405521.0,0.12671457772598205,1781.0,0.16428798888342067,2043.0
Alabama,Cherokee County,01,019,838332.0,0.17463248450494553,1464.0,0.18644135031139672,1269.0
Alabama,Chilton County,01,021,1784580.0,0.09346737047372491,1668.0,0.11239323497595402,1972.0
Alabama,Choctaw County,01,023,234821.0,0.18908019299807086,444.0,0.21624929871984494,636.0
Alabama,Clarke County,01,025,835616.0,0.10291808677670125,860.0,0.15380897701155508,1744.0
Alabama,Clay County,01,027,223008.0,0.36456091261300044,813.0,0.3090551181102362,1099.0
Alabama,Cleburne County,01,029,291620.0,0.34702695288389,1012.0,0.29408666338928297,670.0
Alabama,Coffee County,01,031,5634736.0,0.091770049209049,5171.0,0.09850014387394264,4142.0
Alabama,Colbert County,01,033,3391164.0,0.10432995868085414,3538.0,0.11637533894134945,2391.0
Alabama,Conecuh County,01,035,91980.0,0.18699717329854318,172.0,0.2697742197299491,585.0
Alabama,Coosa County,01,037,364576.0,0.2411019924515053,879.0,0.6141255076315496,989.0
Alabama,Covington County,01,039,1792704.0,0.07759228517368176,1391.0,0.11446704591513551,1686.0
Alabama,Crenshaw County,01,041,317653.0,0.23673631289488845,752.0,0.35192478719349507,831.0
Alabama,Cullman County,01,043,6012436.0,0.07291553706351302,4384.0,0.07424100541263134,3551.0
Alabama,Dale County,01,045,8228136.0,0.0884890575459618,7281.0,0.12561863988111902,5116.0
Alabama,Dallas County,01,047,1954620.0,0.09423826626147282,1842.0,0.09055233778225467,1726.0
Alabama,DeKalb County,01,049,4707912.0,0.05953807122987856,2803.0,0.06998533314322788,3166.0
Alabama,Elmore County,01,051,9677304.0,0.08599502506069873,8322.0,0.09854222487674445,5702.0
Alabama,Escambia County,01,053,2064810.0,0.11245586761009488,2322.0,0.09764653199323316,1884.0
Alabama,Etowah County,01,055,11208579.0,0.05495790322751885,6160.0,0.06415868021296264,4821.0
Alabama,Fayette County,01,057,586262.0,0.21730898472014218,1274.0,0.3561772333498869,1291.0
Alabama,Franklin County,01,059,1056550.0,0.13430504945340968,1419.0,0.20343384508685097,2065.0
Alabama,Geneva County,01,061,1022424.0,0.19424426656651253,1986.0,0.15848512547335356,1772.0
Alabama,Greene County,01,063,146416.0,0.22128729100644737,324.0,0.3028009084027252,420.0
Alabama,Hale County,01,065,529815.0,0.19912611005728414,1055.0,0.2732702276312824,776.0
Alabama,Henry County,01,067,255285.0,0.23738174980903695,606.0,0.26467910787437415,1163.0
Alabama,Houston County,01,069,21656322.0,0.026606549348499712,5762.0,0.06261092907365691,5870.0
Alabama,Jackson County,01,071,2788595.0,0.06634165233746743,1850.0,0.08462873826244773,2574.0
Alabama,Jefferson County,01,073,215933850.0,0.014072365217403383,30387.0,0.014997981491828637,33520.0
Alabama,Lamar County,01,075,336858.0,0.24461345730248354,824.0,0.3192130731397747,503.0
Alabama,Lauderdale County,01,077,8705664.0,0.07498566450531516,6528.0,0.05932617895884369,4580.0
Alabama,Lawrence County,01,079,845250.0,0.13842058562555457,1170.0,0.21245019614218996,2143.0
