STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,Population,Inflow_pc,Inflow_gross,Outflow_pc,Outflow_gross
Alabama,Pickens County,01,107,1032408.0,0.10819365987090376,1117.0,0.15803141626551812,998.0
Alabama,Pike County,01,109,2340373.0,0.12574918613400513,2943.0,0.11524817814285268,2512.0
Alabama,Randolph County,01,111,834017.0,0.1303330747454788,1087.0,0.1338919673829797,743.0
Alabama,Russell County,01,113,3895516.0,0.12966189844939668,5051.0,0.08596813469252519,4276.0
Alabama,Shelby County,01,117,35109448.0,0.044683129167966414,15688.0,0.03305627541760575,13148.0
Alabama,St. Clair County,01,115,5277000.0,0.08700018950161077,4591.0,0.10394572013891899,5250.0
Alabama,Sumter County,01,119,337203.0,0.303674641091568,1024.0,0.20228958473812209,534.0
Alabama,Talladega County,01,121,8108694.0,0.04852816002182349,3935.0,0.06464036051475251,3796.0
Alabama,Tallapoosa County,01,123,1843312.0,0.14164720893695695,2611.0,0.11111048968779072,1788.0
Alabama,Tuscaloosa County,01,125,58666732.0,0.028632922658790673,16798.0,0.023927772299710933,9789.0
Alabama,Walker County,01,127,3976560.0,0.07798197436980707,3101.0,0.0803538752844209,2828.0
Alabama,Washington County,01,129,389304.0,0.19316523847687153,752.0,0.13662063602160707,390.0
Alabama,Wilcox County,01,131,249864.0,0.21851887426760155,546.0,0.28753884893718384,507.0
Alabama,Winston County,01,133,848736.0,0.14786694566979602,1255.0,0.19253517778144047,1320.0
Alaska,Aleutians East Borough,02,013,100920.0,0.3765358699960365,380.0,1.7384535547483135,871.0
Alaska,Aleutians West Census Area,02,016,329092.0,0.19143582949448784,630.0,0.3372646389406166,326.0
Alaska,Anchorage Municipality,02,020,80995721.0,0.0246062381492968,19930.0,0.0225385823264895,25814.0
Alaska,Bethel Census Area,02,050,786104.0,0.07136460315683421,561.0,0.2323009877437999,1250.0
Alaska,Bristol Bay Borough,02,060,12240.0,0.7598039215686274,93.0,2.7659574468085104,78.0
Alaska,Chugach Census Area,02,063,212949.0,0.2714264917891138,578.0,0.49747998814112065,839.0
Alaska,Copper River Census Area,02,066,28350.0,0.7019400352733687,199.0,0.3017329255861366,74.0
Alaska,Denali Borough,02,068,80000.0,0.985,788.0,1.1711840910177351,490.0
Alaska,Dillingham Census Area,02,070,121400.0,0.21911037891268534,266.0,0.7328891580860084,363.0
Alaska,Fairbanks North Star Borough,02,090,19750056.0,0.050764413022423835,10026.0,0.04412913435187857,10714.0
Alaska,Haines Borough,02,100,38055.0,0.31007751937984496,118.0,0.457590620887666,153.0
Alaska,Hoonah-Angoon Census Area,02,105,55198.0,0.34965034965034963,193.0,0.6446921958313135,133.0
Alaska,Juneau City and Borough,02,110,2895711.0,0.07618163552923618,2206.0,0.08713915781420122,2369.0
Alaska,Kenai Peninsula Borough,02,122,6232001.0,0.05941911755148948,3703.0,0.05775534925911254,3521.0
Alaska,Ketchikan Gateway Borough,02,130,971067.0,0.0962858381553487,935.0,0.17292720849609644,1259.0
Alaska,Kodiak Island Borough,02,150,794160.0,0.20814445451798128,1653.0,0.18486129867829706,1670.0
Alaska,Kusilvak Census Area,02,158,154223.0,0.09272287531691123,143.0,0.24189356683059454,363.0
Alaska,Lake and Peninsula Borough,02,164,16002.0,0.4624421947256593,74.0,1.3592410144134282,149.0
Alaska,Matanuska-Susitna Borough,02,170,16635406.0,0.049809424549061204,8286.0,0.04122081718335422,6392.0
Alaska,Nome Census Area,02,180,490000.0,0.10163265306122449,498.0,0.1884859659905757,460.0
Alaska,North Slope Borough,02,185,451633.0,0.20481231442343673,925.0,0.3561575119137196,568.0
Alaska,Northwest Arctic Borough,02,188,197054.0,0.18979569052137993,374.0,0.37954126598908816,624.0
Alaska,Petersburg Borough,02,195,113050.0,0.2255639097744361,255.0,0.888208269525268,290.0
Alaska,Prince of Wales-Hyder Census Area,02,198,339390.0,0.10165296561477945,345.0,0.2617998741346759,416.0
Alaska,Sitka City and Borough,02,220,620427.0,0.14377195060821013,892.0,0.2113024902217773,819.0
Alaska,Skagway Municipality,02,230,34533.0,0.4835954015000145,167.0,1.6190075693860388,77.0
Alaska,Southeast Fairbanks Census Area,02,240,265863.0,0.3020352587610912,803.0,0.19478073715361852,181.0
Alaska,Wrangell City and Borough,02,275,63934.0,0.20020646291488098,128.0,0.5779459901800327,113.0
Alaska,Yakutat City and Borough,02,282,5910.0,1.015228426395939,60.0,,
Alaska,Yukon-Koyukuk Census Area,02,290,202488.0,0.1866777290506104,378.0,0.8059587471352178,422.0
Arizona,Apache County,04,001,3832812.0,0.060582152216179665,2322.0,0.13341222055940324,5865.0
Arizona,Cochise County,04,003,28245932.0,0.04311417304268806,12178.0,0.05031685950593118,11373.0
Arizona,Coconino County,04,005,25350660.0,0.07886185211745966,19992.0,0.05809136725502875,12983.0
Arizona,Gila County,04,007,3469895.0,0.13138726099781117,4559.0,0.14535199045449615,3417.0
Arizona,Graham County,04,009,2123240.0,0.19361918577268702,4111.0,0.275129891158953,2931.0
Arizona,Greenlee County,04,011,167202.0,0.6740349995813447,1127.0,0.48760600130463144,598.0
Arizona,La Paz County,04,012,977553.0,0.16571991493044366,1620.0,0.14309556418719174,956.0
Arizona,Maricopa County,04,013,4287365313.0,0.00501921306653068,215192.0,0.00302935378145925,148450.0
Arizona,Mohave County,04,015,44497191.0,0.04014860173982668,17865.0,0.029841534407605754,10463.0
Arizona,Navajo County,04,017,9595696.0,0.07371013004163533,7073.0,0.06795418498570052,6329.0
Arizona,Pima County,04,019,580867460.0,0.011821285358281216,68666.0,0.008193113201572311,45015.0
Arizona,Pinal County,04,021,148154420.0,0.03165548486504824,46899.0,0.02440999480560211,27895.0
Arizona,Santa Cruz County,04,023,1564816.0,0.16468389893763866,2577.0,0.1870519399190571,1601.0
Arizona,Yavapai County,04,025,46388388.0,0.038347958976285186,17789.0,0.02495773645342112,11781.0
Arizona,Yuma County,04,027,48290781.0,0.033055998825117366,15963.0,0.029174719042561116,10014.0
Arkansas,Arkansas County,05,001,665380.0,0.09453244762391415,629.0,0.26701797400569655,2189.0
Arkansas,Ashley County,05,003,533412.0,0.06261576417478422,334.0,0.11723480329009969,1184.0
Arkansas,Baxter County,05,005,2971296.0,0.0787535136182999,2340.0,0.07329499951125235,2137.0
Arkansas,Benton County,05,007,67731095.0,0.02536205859361937,17178.0,0.02436837354322209,15286.0
Arkansas,Boone County,05,009,2303362.0,0.09551255946742197,2200.0,0.07620550563243104,1327.0
Arkansas,Bradley County,05,011,245203.0,0.18066663132180275,443.0,0.1751824817518248,468.0
Arkansas,Calhoun County,05,013,92502.0,0.20323884888975374,188.0,0.39368153364632236,161.0
Arkansas,Carroll County,05,015,1314637.0,0.0837493543845183,1101.0,0.1158615932144929,1478.0
Arkansas,Chicot County,05,017,389196.0,0.1639276868210362,638.0,0.19116592254146406,605.0
Arkansas,Clark County,05,019,1682716.0,0.15231328400038985,2563.0,0.2060685236162304,1855.0
Arkansas,Clay County,05,021,565773.0,0.10923108737956742,618.0,0.1556326587914402,776.0
Arkansas,Cleburne County,05,023,1093620.0,0.11859695323787056,1297.0,0.1218927343937335,1464.0
Arkansas,Cleveland County,05,025,87802.0,0.2539805471401563,223.0,0.2925601279100094,258.0
Arkansas,Columbia County,05,027,1567331.0,0.1305403900005806,2046.0,0.14158052818521336,914.0
Arkansas,Conway County,05,029,662208.0,0.14059026771044747,931.0,0.16599459100552236,820.0
Arkansas,Craighead County,05,031,13845504.0,0.06961826741735079,9639.0,0.05328074055088307,7151.0
Arkansas,Crawford County,05,033,3559650.0,0.1281867599342632,4563.0,0.08887292280794086,3607.0
Arkansas,Crittenden County,05,035,3248904.0,0.05968166495532031,1939.0,0.11087014222055055,3325.0
Arkansas,Cross County,05,037,572670.0,0.1847486335935181,1058.0,0.17247499691319917,894.0
Arkansas,Dallas County,05,039,196700.0,0.3162175902389425,622.0,0.325594977368959,446.0
Arkansas,Desha County,05,041,260981.0,0.19924822113487187,520.0,0.32004455969903944,701.0
Arkansas,Drew County,05,043,595584.0,0.18721120782290995,1115.0,0.16674615562492773,923.0
Arkansas,Faulkner County,05,045,14100774.0,0.045125182489982464,6363.0,0.042206219695881037,7930.0
Arkansas,Franklin County,05,047,678717.0,0.16251250521203978,1103.0,0.17011278195488722,724.0
Arkansas,Fulton County,05,049,328860.0,0.3205011250988263,1054.0,0.28514190317195326,854.0
Arkansas,Garland County,05,051,11869979.0,0.051592340643568116,6124.0,0.04421513798904672,4747.0
Arkansas,Grant County,05,053,452275.0,0.19059200707534132,862.0,0.20312646626419345,1039.0
Arkansas,Greene County,05,055,3047556.0,0.10746316064413582,3275.0,0.09512890000694878,2738.0
Arkansas,Hempstead County,05,057,896700.0,0.1286941005910561,1154.0,0.14619561632994044,798.0
Arkansas,Hot Spring County,05,059,1862672.0,0.11671405378939502,2174.0,0.09492261658294206,1944.0
Arkansas,Howard County,05,061,235692.0,0.2477810023250683,584.0,0.2437077028362862,641.0
Arkansas,Independence County,05,063,2450976.0,0.0818041465930307,2005.0,0.08665933829788992,2097.0
Arkansas,Izard County,05,065,645264.0,0.14552183292419846,939.0,0.26574575705445863,1242.0
Arkansas,Jackson County,05,067,1075200.0,0.23409598214285715,2517.0,0.31057083338093766,1631.0
Arkansas,Jefferson County,05,069,6341710.0,0.0776446731244412,4924.0,0.06850881055547015,4207.0
Arkansas,Johnson County,05,071,1313250.0,0.113915857605178,1496.0,0.12686528883122536,1014.0
Arkansas,Lafayette County,05,073,140280.0,0.20102651839178787,282.0,0.6904625382262997,578.0
Arkansas,Lawrence County,05,075,916272.0,0.14842754116681509,1360.0,0.23621974445738797,1022.0
Arkansas,Lee County,05,077,327783.0,0.2721312575697946,892.0,0.23408239700374533,310.0
Arkansas,Lincoln County,05,079,645379.0,0.1513839154977153,977.0,0.21883286381480702,529.0
Arkansas,Little River County,05,081,305650.0,0.2797317192867659,855.0,0.17235917789330502,555.0
Arkansas,Logan County,05,083,1150956.0,0.1403181355325486,1615.0,0.15456113684616868,1025.0
Arkansas,Lonoke County,05,085,5195808.0,0.08886009644698187,4617.0,0.07881569589352659,5654.0
Arkansas,Madison County,05,087,305824.0,0.2789185937009522,853.0,0.17703231455386215,647.0
Arkansas,Marion County,05,089,707393.0,0.18122882188543002,1282.0,0.21540479990179226,1123.0
Arkansas,Miller County,05,091,2326050.0,0.11869908213494981,2761.0,0.10604678296387186,2305.0
Arkansas,Mississippi County,05,093,2984240.0,0.07395517786773183,2207.0,0.09516843431264985,2342.0
Arkansas,Monroe County,05,095,212288.0,0.40746533011757613,865.0,0.6319486177884615,673.0
Arkansas,Montgomery County,05,097,336984.0,0.16647674667046505,561.0,0.28899068466197314,564.0
Arkansas,Nevada County,05,099,172305.0,0.6088041554220713,1049.0,0.35747473023458687,377.0
Arkansas,Newton County,05,101,107660.0,0.2684376741593907,289.0,0.6537168472170339,630.0
Arkansas,Ouachita County,05,103,796042.0,0.08956813836455865,713.0,0.1811892604183825,1584.0
Arkansas,Perry County,05,105,377178.0,0.1513874085975322,571.0,0.3057669499901166,495.0
Arkansas,Phillips County,05,107,429024.0,0.13868687998806595,595.0,0.18308927727916863,969.0
Arkansas,Pike County,05,109,478800.0,0.11675020885547202,559.0,0.37841209716209717,1007.0
Arkansas,Poinsett County,05,111,1175650.0,0.13669034151320547,1607.0,0.29284148797535836,1582.0
Arkansas,Polk County,05,113,755060.0,0.07986120308319869,603.0,0.17107875535606587,1302.0
Arkansas,Pope County,05,115,5375145.0,0.07543982534424652,4055.0,0.06945844540934998,3390.0
Arkansas,Prairie County,05,117,144972.0,0.2772949259167287,402.0,0.19114486102950473,257.0
Arkansas,Pulaski County,05,119,102203378.0,0.022479687510915735,22975.0,0.017361731922037275,21936.0
Arkansas,Randolph County,05,121,584727.0,0.17717669955380888,1036.0,0.2381475667189953,1517.0
Arkansas,Saline County,05,125,10532896.0,0.06318300304113893,6655.0,0.06343581156016709,7493.0
Arkansas,Scott County,05,127,191007.0,0.2622940520504484,501.0,0.27381835862527826,642.0
Arkansas,Searcy County,05,129,169268.0,0.1671904908192925,283.0,0.44808055380742606,534.0
Arkansas,Sebastian County,05,131,16272189.0,0.0490284374155192,7978.0,0.04331772870772114,6879.0
Arkansas,Sevier County,05,133,318003.0,0.21351999823901033,679.0,0.17296450556219584,848.0
Arkansas,Sharp County,05,135,751520.0,0.14770065999574195,1110.0,0.20428168936844054,1192.0
Arkansas,St. Francis County,05,123,1358910.0,0.12980992118683357,1764.0,0.2602946081519737,3582.0
Arkansas,Stone County,05,137,274252.0,0.2825868179630413,775.0,0.23114285714285715,809.0
Arkansas,Union County,05,139,1622208.0,0.08285004142502071,1344.0,0.07046677029621884,1418.0
Arkansas,Van Buren County,05,141,624644.0,0.1692163856532681,1057.0,0.16314312441534143,654.0
Arkansas,Washington County,05,143,48979770.0,0.038928316731581224,19067.0,0.02560684250107226,13589.0
Arkansas,White County,05,145,12109188.0,0.04665052685613602,5649.0,0.05509406354808012,3931.0
Arkansas,Woodruff County,05,147,134820.0,0.1869158878504673,252.0,0.6074953654992735,485.0
Arkansas,Yell County,05,149,825474.0,0.1612406932259526,1331.0,0.20346723701021394,1153.0
California,Alameda County,06,001,617058750.0,0.01697018314706663,104716.0,0.01534691187084282,102923.0
California,Alpine County,06,003,10251.0,1.1120866256950541,114.0,2.736750651607298,126.0
California,Amador County,06,005,2407584.0,0.12120034025811768,2918.0,0.10636999171065313,2492.0
California,Butte County,06,007,29857950.0,0.04827190078354341,14413.0,0.03731060373661447,14443.0
California,Calaveras County,06,009,2190096.0,0.12360188777112967,2707.0,0.0815458252082964,2208.0
California,Colusa County,06,011,468578.0,0.21725305071941065,1018.0,0.19821641203112464,1102.0
California,Contra Costa County,06,013,312570500.0,0.020633745027121883,64495.0,0.013739400965096361,56278.0
California,Del Norte County,06,015,1472958.0,0.1542474395060823,2272.0,0.17109898517702649,2442.0
California,El Dorado County,06,017,21531066.0,0.0728482277654065,15685.0,0.04598972155177532,12557.0
California,Fresno County,06,019,217947489.0,0.015250003637344038,33237.0,0.010434159260914545,27786.0
California,Glenn County,06,021,1075425.0,0.1350163888695167,1452.0,0.13148884269558206,1298.0
California,Humboldt County,06,023,18451160.0,0.049102603847129396,9060.0,0.03511032634260063,7082.0
California,Imperial County,06,025,14430474.0,0.04172420115929664,6021.0,0.03960285602191741,7172.0
California,Inyo County,06,027,911421.0,0.1371484747443827,1250.0,0.23970082909179177,2212.0
California,Kern County,06,029,208601238.0,0.019691158304630963,41076.0,0.0116066678166605,35742.0
California,Kings County,06,031,15849014.0,0.07669246806142009,12155.0,0.06261718050388466,9667.0
California,Lake County,06,033,4014675.0,0.14026041958564517,5631.0,0.08123666754332134,4309.0
California,Lassen County,06,035,2335179.0,0.26117912160052825,6099.0,0.17939559751116246,3651.0
California,Los Angeles County,06,037,7282305889.0,0.003673534235963485,267518.0,0.003071885970661382,325069.0
California,Madera County,06,039,10800230.0,0.08760924535866366,9462.0,0.06212521229555175,8275.0
California,Marin County,06,041,38853206.0,0.049028129107286544,19049.0,0.038137456925661055,16518.0
California,Mariposa County,06,043,688160.0,0.1961753080678912,1350.0,0.1487382430756696,1329.0
California,Mendocino County,06,045,7145636.0,0.05739167234379137,4101.0,0.050735710571833736,4152.0
California,Merced County,06,047,27578760.0,0.05527804730887102,15245.0,0.0359194670783192,12699.0
California,Modoc County,06,049,297772.0,0.24313904598148917,724.0,0.29429565743682856,778.0
California,Mono County,06,051,455680.0,0.13167134831460675,600.0,0.26916746673981623,942.0
California,Monterey County,06,053,109582848.0,0.023709002343140415,25981.0,0.023774072706508543,22830.0
California,Napa County,06,055,16471440.0,0.04322633600948065,7120.0,0.05989728452541482,9448.0
California,Nevada County,06,057,7089984.0,0.06647405692311859,4713.0,0.05605793396926944,6281.0
California,Orange County,06,059,1374470718.0,0.009983988614881499,137227.0,0.006679737844124294,130738.0
California,Placer County,06,061,72219522.0,0.040011342085592864,28896.0,0.032313195554831926,24300.0
California,Plumas County,06,063,800918.0,0.20126904377227134,1612.0,0.23357498325198583,1562.0
California,Riverside County,06,065,1150450065.0,0.011075926185462034,127423.0,0.006666873593724209,98000.0
California,Sacramento County,06,067,521634057.0,0.01596080602536272,83257.0,0.00966296784670501,68851.0
California,San Benito County,06,069,2855720.0,0.13576260977967028,3877.0,0.09110511741351955,2658.0
California,San Bernardino County,06,071,848171444.0,0.013669524106260761,115941.0,0.007185121100241606,88656.0
California,San Diego County,06,073,2308227388.0,0.007180575053466093,165744.0,0.005020550536103019,156835.0
California,San Francisco County,06,075,244394736.0,0.025748099582635853,62927.0,0.024160497814896643,72854.0
California,San Joaquin County,06,077,132963527.0,0.0278617759590568,37046.0,0.016489207153441696,31232.0
California,San Luis Obispo County,06,079,48447439.0,0.04574029186558241,22160.0,0.029383127747335706,14401.0
California,San Mateo County,06,081,174055720.0,0.029090684293512442,50634.0,0.023768590066533864,48999.0
California,Santa Barbara County,06,083,102047288.0,0.02963920021078855,30246.0,0.021767110127710442,23075.0
California,Santa Clara County,06,085,752606930.0,0.014794309693640477,111343.0,0.013121417440533774,110982.0
California,Santa Cruz County,06,087,48184956.0,0.04187406542407136,20177.0,0.03466585739902525,15983.0
California,Shasta County,06,089,25902006.0,0.03725966243695565,9651.0,0.030930065209573303,9022.0
California,Sierra County,06,091,25677.0,0.9541613116797134,245.0,0.7496251874062968,60.0
California,Siskiyou County,06,093,4489680.0,0.06621852782380927,2973.0,0.09067161295308757,2933.0
California,Solano County,06,095,87100794.0,0.03511563855548779,30586.0,0.024221218823786177,24593.0
California,Sonoma County,06,097,103034910.0,0.022452584274591982,23134.0,0.018917057047719406,23128.0
California,Stanislaus County,06,099,70148780.0,0.032676263222254184,22922.0,0.016920308826969998,21870.0
California,Sutter County,06,101,7621200.0,0.08147010969401144,6209.0,0.06898294910006213,5895.0
California,Tehama County,06,103,3289312.0,0.11254633187730444,3702.0,0.08306563260258874,3399.0
California,Trinity County,06,105,384276.0,0.24825906379789525,954.0,0.21954866154487956,721.0
California,Tulare County,06,107,46727322.0,0.02724744208538208,12732.0,0.018239788277504537,13044.0
California,Tuolumne County,06,109,3494920.0,0.13127625238918203,4588.0,0.08341021453617946,3658.0
California,Ventura County,06,111,199119844.0,0.015904994381172776,31670.0,0.01190329193818486,33640.0
California,Yolo County,06,113,33158007.0,0.06950055834176042,23045.0,0.04962278460495925,17500.0
California,Yuba County,06,115,7039104.0,0.09958653828669103,7010.0,0.09196917207628395,5669.0
Colorado,Adams County,08,001,123311930.0,0.03466169088424778,42742.0,0.023052107572268745,38917.0
Colorado,Alamosa County,08,003,925564.0,0.20841346465506438,1929.0,0.17404888538188962,1308.0
Colorado,Arapahoe County,08,005,275721303.0,0.023268423332527193,64156.0,0.01980003692567322,58947.0
Colorado,Archuleta County,08,007,485928.0,0.20990764063811923,1020.0,0.14434671902597346,644.0
Colorado,Baca County,08,009,106230.0,0.1901534406476513,202.0,0.27745885954841176,145.0
Colorado,Bent County,08,011,107616.0,0.3772673208444841,406.0,0.2760018942757355,373.0
Colorado,Boulder County,08,013,117260780.0,0.03325749666683097,38998.0,0.02764782232426264,28712.0
Colorado,Broomfield County,08,014,9300825.0,0.11030204309832731,10259.0,0.12359990040189606,9913.0
Colorado,Chaffee County,08,015,416031.0,0.31800514865478774,1323.0,0.12784816000742494,1102.0
Colorado,Cheyenne County,08,017,31040.0,0.3286082474226804,102.0,0.6950606329488317,94.0
Colorado,Clear Creek County,08,019,312246.0,0.34620139249181736,1081.0,0.20978703208151148,831.0
Colorado,Conejos County,08,021,233392.0,0.2048056488654281,478.0,0.23861079268033794,281.0
Colorado,Costilla County,08,023,56850.0,0.6191732629727353,352.0,0.9148972898325565,424.0
Colorado,Crowley County,08,025,119763.0,0.28806893614889406,345.0,0.5250589109772106,664.0
Colorado,Custer County,08,027,83997.0,0.4166815481505292,350.0,0.7442474706777689,665.0
Colorado,Delta County,08,029,1745112.0,0.11380358395335084,1986.0,0.12782928824652304,2250.0
Colorado,Denver County,08,031,322008960.0,0.02553655649830365,82230.0,0.020753166753611534,81587.0
Colorado,Dolores County,08,033,13055.0,0.6817311374952125,89.0,2.1015987622485817,163.0
Colorado,Douglas County,08,035,93130947.0,0.03481227351849005,32421.0,0.026935518783246185,27435.0
Colorado,Eagle County,08,037,4030706.0,0.13560899753045746,5466.0,0.0759908861013045,4249.0
Colorado,El Paso County,08,041,406427313.0,0.01718093193210172,69828.0,0.01178284992779242,57624.0
Colorado,Elbert County,08,039,962333.0,0.3097680324794016,2981.0,0.24769025453895777,2745.0
Colorado,Fremont County,08,043,4256820.0,0.07089799427741836,3018.0,0.07949328291321527,3741.0
Colorado,Garfield County,08,045,5205640.0,0.0811235506104917,4223.0,0.07470527411236454,4483.0
Colorado,Gilpin County,08,047,120920.0,0.684750248097916,828.0,0.4665872475606989,658.0
Colorado,Grand County,08,049,634311.0,0.20305496830419148,1288.0,0.2766804614998746,1765.0
Colorado,Gunnison County,08,051,1141144.0,0.1711440449233401,1953.0,0.1532208295205465,1224.0
Colorado,Hinsdale County,08,053,8492.0,0.8125294394724446,69.0,1.248266296809986,18.0
Colorado,Huerfano County,08,055,175422.0,0.2536739975601692,445.0,0.30402384500745155,408.0
Colorado,Jackson County,08,057,11844.0,0.43059777102330293,51.0,1.0600706713780919,150.0
Colorado,Jefferson County,08,059,213657757.0,0.024173238886898922,51648.0,0.019769360859123453,48419.0
Colorado,Kiowa County,08,061,31592.0,0.5855912889339073,185.0,2.0968439256376996,291.0
Colorado,Kit Carson County,08,063,264994.0,0.2517038121617848,667.0,0.31098419652636516,477.0
Colorado,La Plata County,08,067,7013790.0,0.06116521880466909,4290.0,0.06264608909965758,3251.0
Colorado,Lake County,08,065,235350.0,0.2770342043764606,652.0,0.3738762102351314,519.0
Colorado,Larimer County,08,069,127513416.0,0.026147836867612424,33342.0,0.020360248983988062,26716.0
Colorado,Las Animas County,08,071,921440.0,0.1388044799444348,1279.0,0.21811594202898552,903.0
Colorado,Lincoln County,08,073,116844.0,0.20454623258361576,239.0,0.36276402785091566,372.0
Colorado,Logan County,08,075,1191942.0,0.161165560069198,1921.0,0.1445673031633462,1949.0
Colorado,Mesa County,08,077,27456976.0,0.03806318656504635,10451.0,0.028286488614688333,7844.0
Colorado,Mineral County,08,079,13456.0,1.1667657550535078,157.0,1.510989010989011,44.0
Colorado,Moffat County,08,081,442748.0,0.28368281731368633,1256.0,0.29960808580858084,1162.0
Colorado,Montezuma County,08,083,1041640.0,0.09302638147536578,969.0,0.15912046551058362,1434.0
