STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,Population,Inflow_pc,Inflow_gross,Outflow_pc,Outflow_gross
Alabama,Autauga County,01,001,4056791.0,0.09024374191325114,3661.0,0.1078841323728299,3127.0
Alabama,Baldwin County,01,003,32115069.0,0.04310437570599646,13843.0,0.029709863356302234,8773.0
Alabama,Barbour County,01,005,2136783.0,0.12935333162047807,2764.0,0.16378850402658038,2416.0
Alabama,Bibb County,01,007,637050.0,0.2431520288831332,1549.0,0.22918314149313182,1878.0
Alabama,Blount County,01,009,2525085.0,0.1326688012482748,3350.0,0.10006857593326617,2488.0
Alabama,Bullock County,01,011,118272.0,0.5309794372294372,628.0,0.3102741419603902,778.0
Alabama,Butler County,01,013,478104.0,0.10813546843364624,517.0,0.1839932591866287,1094.0
Alabama,Calhoun County,01,015,14253056.0,0.04845276690135785,6906.0,0.04815021966423397,6405.0
Alabama,Chambers County,01,017,1274724.0,0.1496794600242876,1908.0,0.17708846633235745,1955.0
Alabama,Cherokee County,01,019,749456.0,0.17425972972395978,1306.0,0.1959414504324684,1178.0
Alabama,Chilton County,01,021,1875060.0,0.09407698953633484,1764.0,0.11647632245424572,1950.0
Alabama,Choctaw County,01,023,223168.0,0.2298716661887009,513.0,0.27302793610583354,776.0
Alabama,Clarke County,01,025,816385.0,0.1278808405347967,1044.0,0.18074713212351493,1918.0
Alabama,Clay County,01,027,286776.0,0.3480068067062795,998.0,0.32364350792829194,1163.0
Alabama,Cleburne County,01,029,244443.0,0.4360934860069628,1066.0,0.29622620161895846,576.0
Alabama,Coffee County,01,031,5816160.0,0.09382479161508625,5457.0,0.09862571687647939,4355.0
Alabama,Colbert County,01,033,3238860.0,0.11510222732689897,3728.0,0.11734999933119246,2281.0
Alabama,Conecuh County,01,035,155412.0,0.15378477852418088,239.0,0.32117798201403297,780.0
Alabama,Coosa County,01,037,322260.0,0.28517346242164715,919.0,0.6009615384615385,1045.0
Alabama,Covington County,01,039,1819400.0,0.09189842805320435,1672.0,0.12119494162973934,1676.0
